Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,17.92,0.54,1.0,1,Energy,White,1.75,0.0,1.0,1.0,1.0,ByBirth,80.0,5,0
0,24.83,4.5,1.0,1,Industrials,White,1.0,0.0,0.0,0.0,1.0,ByBirth,360.0,6,0
1,25.08,1.71,1.0,1,Utilities,White,1.665,1.0,1.0,1.0,1.0,ByBirth,395.0,20,1
1,25.5,0.375,1.0,1,CommunicationServices,White,0.25,1.0,1.0,3.0,0.0,ByBirth,260.0,15108,1
0,23.5,9.0,1.0,1,Materials,White,8.5,1.0,1.0,5.0,1.0,ByBirth,120.0,0,1
1,54.58,9.415,1.0,1,Healthcare,Latino,14.415,1.0,1.0,11.0,1.0,ByBirth,30.0,300,1
1,20.17,5.625,1.0,1,Industrials,White,1.71,1.0,0.0,0.0,0.0,ByOtherMeans,120.0,0,1
0,36.75,5.125,1.0,1,Education,White,5.0,1.0,0.0,0.0,1.0,ByBirth,0.0,4000,1
1,80.25,5.5,1.0,1,Energy,White,0.54,1.0,0.0,0.0,0.0,ByBirth,0.0,340,0
0,40.33,7.54,0.0,0,Materials,Black,8.0,1.0,1.0,14.0,0.0,ByBirth,0.0,2300,1
1,22.25,9.0,1.0,1,ConsumerStaples,White,0.085,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
1,17.42,6.5,1.0,1,ConsumerDiscretionary,White,0.125,0.0,0.0,0.0,0.0,ByBirth,60.0,100,0
1,20.0,1.25,0.0,0,Financials,White,0.125,0.0,0.0,0.0,0.0,ByBirth,140.0,4,0
1,20.5,2.415,1.0,1,Energy,White,2.0,1.0,1.0,11.0,1.0,ByBirth,200.0,3000,1
1,16.0,3.125,1.0,1,Industrials,White,0.085,0.0,1.0,1.0,0.0,ByBirth,0.0,6,0
0,28.5,1.0,1.0,1,Materials,White,1.0,1.0,1.0,2.0,1.0,ByBirth,167.0,500,0
1,19.17,9.5,1.0,1,Industrials,White,1.5,1.0,0.0,0.0,0.0,ByBirth,120.0,2206,1
1,42.0,,1.0,1,Utilities,Black,7.96,1.0,,8.0,0.0,ByBirth,0.0,0,1
1,26.17,0.25,1.0,1,ConsumerDiscretionary,Asian,0.0,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
0,20.5,11.835,1.0,1,Energy,Black,6.0,1.0,0.0,0.0,0.0,ByBirth,340.0,0,1
1,36.17,5.5,1.0,1,ConsumerDiscretionary,Asian,5.0,0.0,0.0,0.0,0.0,ByBirth,210.0,687,0
1,23.5,2.75,1.0,1,Healthcare,Latino,4.5,0.0,0.0,0.0,0.0,ByBirth,160.0,25,0
1,26.75,4.5,0.0,0,Energy,Asian,2.5,0.0,0.0,0.0,0.0,ByBirth,200.0,1210,0
1,23.75,0.415,0.0,0,Energy,White,0.04,0.0,1.0,2.0,0.0,ByBirth,128.0,6,0
1,19.5,0.29,1.0,1,Financials,White,0.29,0.0,0.0,0.0,0.0,ByBirth,280.0,364,0
0,33.25,2.5,0.0,0,Energy,White,2.5,0.0,0.0,0.0,1.0,ByBirth,0.0,2,0
1,34.0,5.085,0.0,0,ConsumerDiscretionary,Asian,1.085,0.0,0.0,0.0,1.0,ByBirth,480.0,0,0
1,40.0,6.5,1.0,1,ConsumerStaples,Asian,3.5,1.0,1.0,1.0,0.0,ByBirth,0.0,500,1
1,26.25,1.54,1.0,1,Industrials,White,0.125,0.0,0.0,0.0,0.0,ByBirth,100.0,0,0
1,19.5,9.585,1.0,1,ConsumerStaples,White,0.79,0.0,0.0,0.0,0.0,ByBirth,80.0,350,0
1,32.75,2.335,1.0,1,Real Estate,Black,5.75,0.0,0.0,0.0,1.0,ByBirth,292.0,0,0
0,27.33,1.665,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,340.0,1,0
0,24.08,0.5,1.0,1,Materials,Black,1.25,1.0,1.0,1.0,0.0,ByBirth,0.0,678,1
1,25.67,3.25,1.0,1,Energy,Black,2.29,0.0,1.0,1.0,1.0,ByBirth,416.0,21,0
1,21.67,1.165,0.0,0,Financials,White,2.5,1.0,1.0,1.0,0.0,ByBirth,180.0,20,0
0,18.83,4.415,0.0,0,Energy,Black,3.0,1.0,0.0,0.0,0.0,ByBirth,240.0,0,1
1,29.67,1.415,1.0,1,Industrials,Black,0.75,1.0,1.0,1.0,0.0,ByBirth,240.0,100,1
1,36.25,5.0,1.0,1,Energy,Asian,2.5,1.0,1.0,6.0,0.0,ByBirth,0.0,367,1
1,41.92,0.42,1.0,1,Energy,Black,0.21,1.0,1.0,6.0,0.0,ByBirth,220.0,948,1
0,22.83,2.29,1.0,1,Materials,Black,2.29,1.0,1.0,7.0,1.0,ByBirth,140.0,2384,1
1,40.25,21.5,1.0,1,Education,Other,20.0,1.0,1.0,11.0,0.0,ByBirth,0.0,1200,1
1,48.08,3.75,1.0,1,ConsumerDiscretionary,Asian,1.0,0.0,0.0,0.0,0.0,ByBirth,100.0,2,0
1,26.33,13.0,1.0,1,Education,Other,0.0,0.0,0.0,0.0,1.0,ByBirth,140.0,1110,0
1,39.17,1.71,1.0,1,Utilities,White,0.125,1.0,1.0,5.0,1.0,ByBirth,480.0,0,1
1,41.75,0.96,1.0,1,Utilities,,2.5,1.0,0.0,0.0,0.0,ByBirth,510.0,600,1
1,25.25,1.0,1.0,1,ConsumerStaples,White,0.5,0.0,0.0,0.0,0.0,ByBirth,200.0,0,0
1,32.25,1.5,1.0,1,Energy,White,0.25,0.0,0.0,0.0,1.0,ByBirth,372.0,122,0
0,25.17,2.875,1.0,1,Utilities,Black,0.875,1.0,0.0,0.0,0.0,ByBirth,360.0,0,1
0,52.5,7.0,1.0,1,ConsumerStaples,Black,3.0,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
1,33.58,0.25,1.0,1,ConsumerDiscretionary,Asian,4.0,0.0,0.0,0.0,1.0,ByOtherMeans,420.0,0,0
0,27.67,2.04,1.0,1,Industrials,White,0.25,0.0,0.0,0.0,1.0,ByBirth,180.0,50,0
0,68.67,15.0,1.0,1,Education,Other,0.0,1.0,1.0,14.0,0.0,ByBirth,0.0,3376,1
1,20.67,0.415,1.0,1,Energy,White,0.125,0.0,0.0,0.0,0.0,ByBirth,0.0,44,0
0,53.33,0.165,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,1.0,ByOtherMeans,62.0,27,0
0,23.5,1.5,1.0,1,Industrials,White,0.875,0.0,0.0,0.0,1.0,ByBirth,160.0,0,0
1,16.08,0.75,1.0,1,Energy,White,1.75,1.0,1.0,5.0,1.0,ByBirth,352.0,690,1
1,18.67,5.0,1.0,1,Materials,White,0.375,1.0,1.0,2.0,0.0,ByBirth,0.0,38,0
1,37.42,2.04,1.0,1,Industrials,White,0.04,1.0,0.0,0.0,1.0,ByBirth,400.0,5800,1
1,29.75,0.665,1.0,1,Industrials,White,0.25,0.0,0.0,0.0,1.0,ByBirth,300.0,0,0
1,34.75,2.5,1.0,1,InformationTechnology,Asian,0.5,0.0,0.0,0.0,0.0,ByBirth,348.0,0,0
1,42.75,4.085,1.0,1,ConsumerStaples,White,0.04,0.0,0.0,0.0,0.0,ByBirth,108.0,100,0
1,28.46,0.5,1.0,1,Energy,Asian,0.835,1.0,0.0,0.0,1.0,ByOtherMeans,320.0,0,0
0,17.33,9.5,1.0,1,ConsumerStaples,White,1.75,0.0,1.0,10.0,1.0,ByBirth,0.0,10,0
1,34.42,4.25,1.0,1,ConsumerDiscretionary,Asian,3.25,1.0,1.0,2.0,0.0,ByBirth,274.0,610,1
0,26.08,8.665,1.0,1,ConsumerStaples,White,1.415,1.0,0.0,0.0,0.0,ByBirth,160.0,150,1
1,29.17,3.5,1.0,1,Industrials,White,3.5,1.0,1.0,3.0,1.0,ByBirth,329.0,0,0
0,15.75,0.375,1.0,1,Energy,White,1.0,0.0,0.0,0.0,0.0,ByBirth,120.0,18,0
1,24.58,1.25,1.0,1,Energy,White,0.25,0.0,0.0,0.0,0.0,ByBirth,110.0,0,0
0,38.92,1.665,1.0,1,ConsumerStaples,White,0.25,0.0,0.0,0.0,0.0,ByBirth,0.0,390,0
0,25.0,12.33,1.0,1,InformationTechnology,Black,3.5,1.0,1.0,6.0,0.0,ByBirth,400.0,458,1
1,43.0,0.29,0.0,0,InformationTechnology,Black,1.75,1.0,1.0,8.0,0.0,ByBirth,100.0,375,1
1,38.58,3.335,1.0,1,Industrials,White,4.0,1.0,1.0,14.0,0.0,ByBirth,383.0,1344,1
1,33.17,1.04,1.0,1,Transport,Black,6.5,1.0,0.0,0.0,1.0,ByBirth,164.0,31285,1
0,32.0,6.0,1.0,1,Real Estate,White,1.25,0.0,0.0,0.0,0.0,ByBirth,272.0,0,0
1,23.17,0.0,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,Temporary,0.0,0,1
1,21.33,7.5,1.0,1,ConsumerStaples,White,1.415,1.0,1.0,1.0,0.0,ByBirth,80.0,9800,1
1,37.5,0.835,1.0,1,Education,White,0.04,0.0,0.0,0.0,0.0,ByBirth,120.0,5,0
1,35.17,4.5,1.0,1,Utilities,Black,5.75,0.0,0.0,0.0,1.0,ByOtherMeans,711.0,0,1
1,33.5,1.75,1.0,1,Utilities,Black,4.5,1.0,1.0,4.0,1.0,ByBirth,253.0,857,1
1,29.25,13.0,1.0,1,Real Estate,Black,0.5,0.0,0.0,0.0,0.0,ByBirth,228.0,0,0
1,24.42,12.335,1.0,1,Materials,Black,1.585,1.0,0.0,0.0,1.0,ByBirth,120.0,0,1
0,20.75,10.25,1.0,1,Materials,White,0.71,1.0,,2.0,1.0,ByBirth,49.0,0,1
1,29.67,0.75,0.0,0,Energy,White,0.04,0.0,0.0,0.0,0.0,ByBirth,240.0,0,0
1,23.25,12.625,1.0,1,Energy,White,0.125,0.0,1.0,2.0,0.0,ByBirth,0.0,5552,0
0,20.83,0.5,0.0,0,Education,Other,1.0,0.0,0.0,0.0,0.0,ByBirth,260.0,0,0
0,24.5,0.5,1.0,1,Materials,Black,1.5,1.0,0.0,0.0,0.0,ByBirth,280.0,824,1
1,22.0,0.79,1.0,1,Industrials,White,0.29,0.0,1.0,1.0,0.0,ByBirth,420.0,283,0
1,55.92,11.5,1.0,1,Healthcare,Latino,5.0,1.0,1.0,5.0,0.0,ByBirth,0.0,8851,1
0,41.0,2.04,0.0,0,Materials,Black,0.125,1.0,1.0,23.0,1.0,ByBirth,455.0,1236,1
1,29.83,3.5,1.0,1,Energy,White,0.165,0.0,0.0,0.0,0.0,ByBirth,216.0,0,0
1,23.25,4.0,1.0,1,Energy,Asian,0.25,1.0,0.0,0.0,1.0,ByBirth,160.0,0,1
1,,0.25,1.0,1,Real Estate,Black,0.665,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
1,36.67,3.25,1.0,1,Materials,Black,9.0,1.0,0.0,0.0,1.0,ByBirth,102.0,639,1
1,34.67,1.08,1.0,1,CommunicationServices,White,1.165,0.0,0.0,0.0,0.0,ByOtherMeans,28.0,0,0
1,25.42,0.54,1.0,1,Industrials,White,0.165,0.0,1.0,1.0,0.0,ByBirth,272.0,444,0
1,25.17,6.0,1.0,1,Energy,White,1.0,1.0,1.0,3.0,0.0,ByBirth,0.0,0,1
0,65.17,14.0,1.0,1,Healthcare,Latino,0.0,1.0,1.0,11.0,1.0,ByBirth,0.0,1400,1
0,28.17,0.375,1.0,1,Materials,White,0.585,1.0,1.0,4.0,0.0,ByBirth,80.0,0,1
1,34.83,2.5,0.0,0,Industrials,White,3.0,0.0,0.0,0.0,0.0,ByOtherMeans,200.0,0,0
0,16.5,1.25,1.0,1,Materials,White,0.25,0.0,1.0,1.0,0.0,ByBirth,108.0,98,0
1,43.25,25.21,1.0,1,Materials,Black,0.21,1.0,1.0,1.0,0.0,ByBirth,760.0,90,0
0,29.5,0.46,1.0,1,Financials,White,0.54,1.0,1.0,4.0,0.0,ByBirth,380.0,500,1
1,16.92,0.335,0.0,0,Financials,White,0.29,0.0,0.0,0.0,0.0,ByOtherMeans,200.0,0,0
1,52.33,1.375,0.0,0,Energy,Black,9.46,1.0,0.0,0.0,1.0,ByBirth,200.0,100,0
1,23.08,11.5,1.0,1,ConsumerDiscretionary,White,3.5,1.0,1.0,9.0,0.0,ByBirth,56.0,742,1
0,20.75,9.54,1.0,1,ConsumerDiscretionary,White,0.04,0.0,0.0,0.0,0.0,ByBirth,200.0,1000,0
0,34.83,1.25,0.0,0,ConsumerDiscretionary,Black,0.5,0.0,0.0,0.0,1.0,ByBirth,160.0,0,0
0,18.25,10.0,1.0,1,Industrials,White,1.0,0.0,1.0,1.0,0.0,ByBirth,120.0,1,0
1,25.17,3.0,1.0,1,Energy,White,1.25,0.0,1.0,1.0,0.0,ByBirth,0.0,22,0
1,28.75,1.165,1.0,1,Financials,White,0.5,1.0,0.0,0.0,0.0,ByOtherMeans,280.0,0,0
0,25.42,1.125,1.0,1,Materials,White,1.29,1.0,1.0,2.0,0.0,ByBirth,200.0,0,0
1,40.92,0.835,1.0,1,Healthcare,Latino,0.0,1.0,0.0,0.0,0.0,ByBirth,130.0,1,0
1,21.08,10.085,0.0,0,Education,Black,1.25,0.0,0.0,0.0,0.0,ByBirth,260.0,0,0
0,33.08,1.625,1.0,1,Real Estate,White,0.54,0.0,0.0,0.0,1.0,ByBirth,0.0,0,0
1,27.25,1.585,1.0,1,InformationTechnology,Black,1.835,1.0,1.0,12.0,1.0,ByBirth,583.0,713,1
1,39.58,5.0,1.0,1,Healthcare,Latino,0.0,0.0,1.0,2.0,0.0,ByBirth,17.0,1,0
0,56.83,4.25,0.0,0,Healthcare,Latino,5.0,0.0,0.0,0.0,1.0,ByBirth,0.0,4,0
1,36.33,2.125,0.0,0,Industrials,White,0.085,1.0,1.0,1.0,0.0,ByBirth,50.0,1187,1
1,18.5,2.0,1.0,1,ConsumerDiscretionary,White,1.5,1.0,1.0,2.0,0.0,ByBirth,120.0,300,1
1,65.42,11.0,1.0,1,Education,Other,20.0,1.0,1.0,7.0,1.0,ByBirth,22.0,0,1
1,45.0,8.5,1.0,1,InformationTechnology,Black,14.0,1.0,1.0,1.0,1.0,ByBirth,88.0,2000,1
1,27.0,0.75,1.0,1,Energy,Black,4.25,1.0,1.0,3.0,1.0,ByBirth,312.0,150,1
1,44.25,11.0,0.0,0,Real Estate,White,1.5,1.0,0.0,0.0,0.0,ByOtherMeans,0.0,0,0
1,24.17,0.875,1.0,1,Materials,White,4.625,1.0,1.0,2.0,1.0,ByBirth,520.0,2000,1
1,22.17,0.585,0.0,0,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,100.0,0,0
1,21.83,11.0,1.0,1,Utilities,White,0.29,1.0,1.0,6.0,0.0,ByBirth,121.0,0,1
0,24.75,12.5,1.0,1,ConsumerStaples,White,1.5,1.0,1.0,12.0,1.0,ByBirth,120.0,567,1
1,36.42,0.75,0.0,0,Real Estate,White,0.585,0.0,0.0,0.0,0.0,ByBirth,240.0,3,0
0,60.58,16.5,1.0,1,Materials,White,11.0,1.0,0.0,0.0,1.0,,21.0,10561,1
1,73.42,17.75,1.0,1,Healthcare,Latino,0.0,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
1,29.58,4.5,1.0,1,Industrials,White,7.5,1.0,1.0,2.0,1.0,ByBirth,330.0,0,1
1,23.08,11.5,1.0,1,Industrials,Black,2.125,1.0,1.0,11.0,1.0,ByBirth,290.0,284,1
1,38.17,10.125,1.0,1,Utilities,White,2.5,1.0,1.0,6.0,0.0,ByBirth,520.0,196,1
0,28.46,3.5,1.0,1,Real Estate,White,3.0,1.0,0.0,0.0,1.0,ByBirth,300.0,0,0
1,16.5,0.125,1.0,1,Energy,White,0.165,0.0,0.0,0.0,0.0,ByBirth,132.0,0,0
0,31.92,3.125,1.0,1,Healthcare,Latino,3.04,0.0,1.0,2.0,1.0,ByBirth,200.0,4,0
1,39.08,6.0,1.0,1,CommunicationServices,White,1.29,1.0,1.0,5.0,1.0,ByBirth,108.0,1097,1
1,32.33,7.5,1.0,1,Education,Asian,1.585,1.0,0.0,0.0,1.0,ByOtherMeans,420.0,0,0
1,20.42,1.085,1.0,1,Materials,White,1.5,0.0,0.0,0.0,0.0,ByBirth,108.0,7,0
1,26.67,14.585,1.0,1,ConsumerDiscretionary,Asian,0.0,0.0,0.0,0.0,1.0,ByBirth,178.0,0,0
0,22.5,11.0,0.0,0,Materials,White,3.0,1.0,0.0,0.0,1.0,ByBirth,268.0,0,0
0,40.33,8.125,0.0,0,Financials,White,0.165,0.0,1.0,2.0,0.0,ByBirth,0.0,18,0
0,15.83,7.625,1.0,1,Materials,White,0.125,0.0,1.0,1.0,1.0,ByBirth,0.0,160,0
0,36.75,4.71,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,160.0,0,0
1,29.25,14.79,1.0,1,ConsumerStaples,,5.04,1.0,1.0,5.0,1.0,ByBirth,168.0,0,1
0,39.08,4.0,1.0,1,Energy,White,3.0,0.0,0.0,0.0,0.0,ByBirth,480.0,0,0
1,45.17,1.5,1.0,1,Energy,White,2.5,1.0,0.0,0.0,1.0,ByBirth,140.0,0,0
1,22.75,11.0,1.0,1,Materials,White,2.5,1.0,1.0,7.0,1.0,ByBirth,100.0,809,1
0,20.33,10.0,1.0,1,Energy,Black,1.0,1.0,1.0,4.0,0.0,ByBirth,50.0,1465,1
0,58.67,4.46,1.0,1,Materials,Black,3.04,1.0,1.0,6.0,0.0,ByBirth,43.0,560,1
1,31.0,2.085,1.0,1,Energy,White,0.085,0.0,0.0,0.0,0.0,ByBirth,300.0,0,0
1,56.58,18.5,1.0,1,Real Estate,Asian,15.0,1.0,1.0,17.0,1.0,ByBirth,0.0,0,1
0,49.0,1.5,1.0,1,,Other,0.0,1.0,0.0,0.0,1.0,ByBirth,100.0,27,0
1,27.75,1.29,1.0,1,Financials,Black,0.25,0.0,0.0,0.0,1.0,ByOtherMeans,140.0,0,0
1,44.25,,1.0,1,CommunicationServices,White,10.75,1.0,0.0,,0.0,ByOtherMeans,400.0,0,0
0,22.42,5.665,1.0,1,Materials,White,2.585,1.0,1.0,7.0,0.0,ByBirth,129.0,3257,1
1,41.33,0.0,1.0,1,Energy,Asian,15.0,1.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,36.58,0.29,1.0,1,Healthcare,Latino,0.0,0.0,1.0,10.0,0.0,ByBirth,200.0,18,0
1,36.33,3.79,1.0,1,Industrials,White,1.165,1.0,0.0,0.0,1.0,ByBirth,200.0,0,0
0,30.0,5.29,1.0,1,Education,Other,2.25,1.0,1.0,5.0,1.0,ByBirth,99.0,500,1
1,58.58,2.71,1.0,1,Energy,White,2.415,0.0,0.0,0.0,1.0,ByBirth,320.0,0,0
1,31.42,15.5,1.0,1,Energy,White,0.5,1.0,0.0,0.0,0.0,ByBirth,120.0,0,0
1,23.5,3.165,0.0,0,Financials,White,0.415,0.0,1.0,1.0,1.0,ByBirth,280.0,80,0
1,33.0,2.5,0.0,0,Industrials,White,7.0,0.0,0.0,0.0,1.0,ByBirth,280.0,0,0
1,34.17,5.25,1.0,1,Industrials,White,0.085,0.0,0.0,0.0,1.0,ByBirth,290.0,6,1
1,34.92,5.0,1.0,1,Utilities,Black,7.5,1.0,1.0,6.0,1.0,ByBirth,0.0,1000,1
0,50.25,0.835,1.0,1,ConsumerStaples,White,0.5,0.0,0.0,0.0,1.0,ByBirth,240.0,117,0
1,23.0,0.75,1.0,1,CommunicationServices,White,0.5,1.0,0.0,0.0,1.0,ByOtherMeans,320.0,0,0
1,28.67,14.5,1.0,1,Real Estate,White,0.125,0.0,0.0,0.0,0.0,ByBirth,0.0,286,0
0,38.25,6.0,1.0,1,Financials,White,1.0,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
1,38.67,0.21,1.0,1,Financials,White,0.085,1.0,0.0,0.0,1.0,ByBirth,280.0,0,1
1,36.5,4.25,1.0,1,Materials,White,3.5,0.0,0.0,0.0,0.0,ByBirth,454.0,50,0
1,35.0,3.375,1.0,1,Energy,Black,8.29,0.0,0.0,0.0,1.0,ByBirth,0.0,0,0
0,28.75,3.75,1.0,1,Energy,White,1.085,1.0,1.0,1.0,1.0,ByBirth,371.0,0,1
1,42.83,4.625,1.0,1,Materials,White,4.58,1.0,0.0,0.0,0.0,ByOtherMeans,0.0,0,1
1,20.67,1.25,0.0,0,Energy,Black,1.375,1.0,1.0,3.0,1.0,ByBirth,140.0,210,0
1,30.17,6.5,1.0,1,InformationTechnology,White,3.125,1.0,1.0,8.0,0.0,ByBirth,330.0,1200,1
0,31.75,3.0,0.0,0,Research,Other,0.0,0.0,0.0,0.0,0.0,ByBirth,160.0,20,0
1,17.08,0.25,1.0,1,Materials,White,0.335,0.0,1.0,4.0,0.0,ByBirth,160.0,8,0
1,22.33,11.0,1.0,1,Industrials,White,2.0,1.0,1.0,1.0,0.0,ByBirth,80.0,278,1
1,20.0,7.0,1.0,1,Energy,White,0.5,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
0,45.83,10.5,1.0,1,Materials,White,5.0,1.0,1.0,7.0,1.0,ByBirth,0.0,0,1
1,25.58,0.335,1.0,1,Financials,Black,3.5,0.0,0.0,0.0,1.0,ByBirth,340.0,0,0
1,34.25,3.0,1.0,1,InformationTechnology,Black,7.415,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
1,35.17,2.5,1.0,1,Financials,White,4.5,1.0,1.0,7.0,0.0,ByBirth,150.0,1270,1
1,38.92,1.75,1.0,1,Financials,White,0.5,0.0,0.0,0.0,1.0,ByBirth,300.0,2,0
1,20.42,1.835,1.0,1,Energy,White,2.25,1.0,1.0,1.0,0.0,ByBirth,100.0,150,1
1,43.17,5.0,1.0,1,ConsumerDiscretionary,Asian,2.25,0.0,0.0,0.0,1.0,ByBirth,141.0,0,0
1,22.67,10.5,1.0,1,Materials,Black,1.335,1.0,0.0,0.0,0.0,ByBirth,100.0,0,1
1,42.75,3.0,1.0,1,ConsumerDiscretionary,Asian,1.0,1.0,0.0,0.0,0.0,ByBirth,0.0,200,0
1,42.0,0.205,1.0,1,ConsumerDiscretionary,Black,,1.0,0.0,0.0,0.0,ByBirth,400.0,0,1
1,37.58,0.0,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,Temporary,0.0,0,1
0,19.58,0.665,0.0,0,Energy,White,1.0,0.0,1.0,1.0,0.0,ByBirth,2000.0,2,0
0,24.5,2.415,0.0,0,Energy,White,0.0,0.0,0.0,0.0,0.0,ByBirth,120.0,0,0
0,44.17,6.665,1.0,1,Materials,White,7.375,1.0,1.0,3.0,1.0,ByBirth,0.0,0,1
0,18.83,9.5,1.0,1,Industrials,White,1.625,1.0,1.0,6.0,1.0,ByBirth,40.0,600,1
0,22.92,1.25,1.0,1,Materials,White,0.25,0.0,0.0,0.0,1.0,ByBirth,120.0,809,0
1,26.0,1.0,1.0,1,Materials,White,1.75,1.0,0.0,0.0,1.0,ByBirth,280.0,0,1
0,50.08,12.54,1.0,1,ConsumerStaples,White,2.29,1.0,1.0,3.0,1.0,ByBirth,156.0,0,1
1,24.58,12.5,1.0,1,Industrials,White,0.875,1.0,0.0,0.0,1.0,ByBirth,260.0,0,0
1,17.08,0.085,0.0,0,Energy,White,0.04,0.0,0.0,0.0,0.0,ByBirth,140.0,722,0
1,25.75,0.5,1.0,1,Energy,White,1.46,1.0,1.0,5.0,1.0,ByBirth,312.0,0,1
1,18.08,6.75,0.0,0,CommunicationServices,White,0.04,0.0,0.0,0.0,0.0,ByBirth,140.0,0,0
1,26.92,2.25,1.0,1,ConsumerDiscretionary,Asian,0.5,0.0,0.0,0.0,1.0,ByBirth,640.0,4000,0
1,20.0,11.045,1.0,1,Energy,White,2.0,0.0,0.0,0.0,1.0,ByBirth,136.0,0,0
0,20.67,3.0,1.0,1,Materials,White,0.165,1.0,1.0,3.0,0.0,ByBirth,100.0,6,1
1,54.83,15.5,1.0,1,Education,Other,0.0,1.0,1.0,20.0,0.0,ByBirth,152.0,130,0
0,57.58,2.0,1.0,1,Healthcare,Latino,6.5,0.0,1.0,1.0,0.0,ByBirth,0.0,10,0
0,20.08,1.25,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
0,22.5,8.5,1.0,1,Materials,White,1.75,1.0,1.0,10.0,0.0,ByBirth,80.0,990,0
1,20.5,10.0,0.0,0,Energy,White,2.5,1.0,0.0,0.0,0.0,ByOtherMeans,40.0,0,1
1,25.17,3.5,1.0,1,InformationTechnology,White,0.625,1.0,1.0,7.0,0.0,ByBirth,0.0,7059,1
1,23.08,2.5,1.0,1,Energy,White,1.085,1.0,1.0,11.0,1.0,ByBirth,60.0,2184,1
1,30.17,1.085,0.0,0,Energy,White,0.04,0.0,0.0,0.0,0.0,ByBirth,170.0,179,0
0,35.42,12.0,1.0,1,Materials,Black,14.0,1.0,1.0,8.0,0.0,ByBirth,0.0,6590,1
0,44.33,0.0,1.0,1,Energy,White,2.5,1.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,16.08,0.335,1.0,1,Healthcare,Latino,0.0,0.0,1.0,1.0,0.0,ByBirth,160.0,126,0
0,46.67,0.46,1.0,1,InformationTechnology,Black,0.415,1.0,1.0,11.0,1.0,ByBirth,440.0,6,1
0,28.5,3.04,0.0,0,Utilities,Black,2.54,1.0,1.0,1.0,0.0,ByBirth,70.0,0,1
1,32.0,1.75,0.0,0,Education,Black,0.04,1.0,0.0,0.0,1.0,ByBirth,393.0,0,1
0,32.33,0.54,1.0,1,InformationTechnology,White,0.04,1.0,0.0,0.0,0.0,,,11177,1
0,33.92,1.585,0.0,0,Healthcare,Latino,0.0,1.0,0.0,0.0,0.0,ByBirth,320.0,0,0
0,71.58,0.0,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,Temporary,0.0,0,1
0,28.67,1.04,1.0,1,,White,2.5,1.0,1.0,5.0,1.0,ByBirth,300.0,1430,1
0,46.0,4.0,1.0,1,Research,Other,0.0,1.0,0.0,0.0,0.0,ByBirth,100.0,960,1
1,33.67,1.25,1.0,1,Industrials,White,1.165,0.0,0.0,0.0,0.0,ByBirth,120.0,0,0
1,32.83,2.5,1.0,1,InformationTechnology,Black,2.75,1.0,1.0,6.0,0.0,ByBirth,160.0,2072,1
0,64.08,0.165,1.0,1,Healthcare,Latino,0.0,1.0,1.0,1.0,0.0,ByBirth,232.0,100,1
1,18.08,5.5,1.0,1,Financials,White,0.5,1.0,0.0,0.0,0.0,ByBirth,80.0,0,1
1,41.17,4.04,1.0,1,InformationTechnology,Black,7.0,1.0,1.0,8.0,0.0,ByBirth,320.0,0,1
1,34.5,4.04,0.0,0,ConsumerDiscretionary,Asian,8.5,1.0,1.0,7.0,1.0,ByBirth,195.0,0,1
1,24.83,2.75,1.0,1,Energy,White,2.25,1.0,1.0,6.0,0.0,ByBirth,0.0,600,1
1,16.33,2.75,1.0,1,ConsumerStaples,White,0.665,0.0,1.0,1.0,0.0,ByBirth,80.0,21,0
1,51.83,2.04,0.0,0,Healthcare,Latino,1.5,0.0,0.0,0.0,0.0,ByBirth,120.0,1,0
0,38.33,4.415,1.0,1,Energy,White,0.125,0.0,0.0,0.0,0.0,ByBirth,160.0,0,0
1,35.25,3.165,1.0,1,Utilities,Black,3.75,1.0,0.0,0.0,1.0,ByBirth,680.0,0,0
1,41.58,1.75,1.0,1,Financials,White,0.21,1.0,0.0,0.0,0.0,ByBirth,160.0,0,0
1,21.5,9.75,1.0,1,Energy,,0.25,1.0,0.0,0.0,0.0,ByBirth,140.0,0,0
